return_id,order_id,seller_id,return_date,return_reason,refund_amount,return_status
R0001453,O0017242,S0024,2025-05-07,Missing parts/accessories,21.76,Complete
R0002415,O0026216,S0036,2024-09-11,Counterfeit suspected,87.54,Completed
R0002577,O0028001,S0038,2025-06-26,Counterfeit suspected,12.68,Completed
R0001404,O0016765,S0023,2025-09-14,Changed my mind,24.31,Completed
R0004113,O0040679,S0057,2025-05-14,Damaged on arrival,58.07,Completed
R0003803,O0038462,S0054,2024-05-27,Damaged on arrival,30.8,Complete
R0004406,O0042578,S0060,2024-02-29,Quality below expectation,47.33,Completed
R0003039,O0031793,S0045,2024-10-08,Better price found elsewhere,90.66,Pending
R0002043,O0023269,S0032,2025-01-15,Size/fit issue,34.3,Completed
R0000941,O0011598,S0017,2024-07-13,Counterfeit suspected,74.13,Completed
R0001147,O0014099,S0020,2024-11-06,Missing parts/accessories,41.67,Completed
R0004253,O0041592,S0058,2025-06-16,Item not as described,15.3,Completed
R0001103,O0013237,S0019,2024-10-14,Late delivery,23.53,Complete
R0002403,O0026153,S0036,2024-08-13,Size/fit issue,60.79,Completed
R0000248,O0002939,S0005,2025-02-04,Better price found elsewhere,16.44,Rejected
R0000880,O0010744,S0016,2024-07-27,Quality below expectation,162.69,Complete
R0003033,O0031692,S0045,2024-07-31,Item not as described,71.94,Completed
R0000873,O0010672,S0016,2024-06-09,Missing parts/accessories,16.25,Completed
R0000833,O0009933,S0015,2024-08-23,Missing parts/accessories,81.31,Completed
R0000183,O0001925,S0003,2025-11-03,Counterfeit suspected,40.38,Completed
R0003622,O0036112,S0051,2024-04-05,Wrong item shipped,46.9,Completed
R0000025,O0000477,S0001,2025-12-24,Size/fit issue,37.21,Pending
R0002005,O0022809,S0031,2025-12-24,Changed my mind,44.48,Completed
R0002240,O0024968,S0034,2025-06-10,Item not as described,60.75,Rejected
R0003541,O0035643,S0050,2025-01-19,Counterfeit suspected,45.5,Completed
R0001910,O0021546,S0030,2024-04-13,Unknown,39.95,Completed
R0003998,O0039191,S0054,2025-12-28,Unknown,16.07,Completed
R0003048,O0031828,S0045,2024-10-26,Late delivery,46.14,Completed
R0002015,O0022933,S0032,2024-05-13,Size/fit issue,58.18,Rejected
R0002218,O0024831,S0034,2025-03-11,Wrong item shipped,48.83,Completed
R0004029,O0039727,S0056,2024-05-25,Missing parts/accessories,66.07,Complete
R0000124,O0001555,S0003,2025-01-15,Size/fit issue,32.38,Completed
R0000187,O0001953,S0003,2025-12-03,Missing parts/accessories,56.8,Completed
R0002548,O0027676,S0038,2024-07-12,Size/fit issue,50.47,Completed
R0004012,O0039460,S0055,2025-03-23,Changed my mind,36.56,Pending
R0001117,O0013470,S0019,2025-04-03,Wrong item shipped,61.97,Completed
R0000387,O0004500,S0007,2025-08-22,Size/fit issue,30.14,Completed
R0004330,O0042295,S0059,2025-04-18,Better price found elsewhere,89.94,Pending
R0003461,O0035144,S0049,2025-07-15,Damaged on arrival,58.79,Completed
R0000114,O0001497,S0003,2024-12-07,Changed my mind,39.62,Completed
R0000298,O0003690,S0006,2024-10-23,Changed my mind,17.21,Pending
R0000881,O0010753,S0016,2024-09-04,Better price found elsewhere,42.96,Completed
R0001121,O0013518,S0019,2025-05-26,Counterfeit suspected,40.3,Completed
R0002167,O0024446,S0034,2024-03-02,Size/fit issue,26.94,Completed
R0001086,O0013118,S0019,2024-07-26,Late delivery,52.63,Completed
R0002329,O0025533,S0035,2025-01-24,Changed my mind,105.63,Pending
R0000732,O0008563,S0013,2024-07-28,Better price found elsewhere,53.27,Pending
R0000273,O0003351,S0006,2024-03-09,Wrong item shipped,26.93,Completed
R0003734,O0037786,S0052,2025-12-08,Changed my mind,26.85,Completed
R0002147,O0024315,S0033,2025-10-12,Better price found elsewhere,78.76,Completed
R0004235,O0041479,S0058,2025-04-02,Size/fit issue,46.85,Completed
R0000404,O0004612,S0008,2024-02-27,Wrong item shipped,137.92,Completed
R0002135,O0024142,S0033,2025-05-14,Changed my mind,43.15,Completed
R0003070,O0032000,S0045,2025-02-26,Quality below expectation,103.28,Completed
R0001047,O0012715,S0018,2025-07-10,Changed my mind,19.14,Completed
R0000504,O0005725,S0010,2024-04-22,Size/fit issue,27.84,Pending
R0003708,O0037350,S0052,2025-01-11,Wrong item shipped,48.9,Completed
R0003356,O0034762,S0049,2024-07-27,Better price found elsewhere,27.83,Completed
R0001440,O0017076,S0024,2024-09-08,Changed my mind,22.31,Pending
R0001417,O0016839,S0023,2025-12-18,Wrong item shipped,68.76,Completed
R0004269,O0041639,S0058,2025-07-22,Changed my mind,63.4,Completed
R0000318,O0003962,S0006,2025-06-14,Changed my mind,38.39,Completed
R0002150,O0024341,S0033,2025-10-05,Size/fit issue,23.42,Completed
R0003834,O0038559,S0054,2024-08-23,Late delivery,75.63,Completed
R0003359,O0034765,S0049,2024-07-12,Wrong item shipped,76.22,Completed
R0004187,O0040981,S0058,2024-02-15,Missing parts/accessories,77.29,Completed
R0002425,O0026297,S0036,2024-11-24,Late delivery,45.1,Completed
R0003444,O0035085,S0049,2025-05-10,Quality below expectation,31.25,Rejected
R0001655,O0018407,S0026,2024-10-29,Damaged on arrival,52.28,Completed
R0003415,O0034980,S0049,2025-03-01,Item not as described,12.83,Completed
R0000939,O0011544,S0017,2024-04-14,Changed my mind,27.52,Completed
R0002074,O0023630,S0032,2025-11-12,Wrong item shipped,38.02,Pending
R0003780,O0038385,S0054,2024-03-30,Unknown,20.04,Completed
R0002179,O0024564,S0034,2024-05-09,Better price found elsewhere,99.76,Pending
R0002057,O0023438,S0032,2025-05-30,Wrong item shipped,30.93,Completed
R0003999,O0039199,S0054,2025-12-08,Item not as described,47.52,Pending
R0000224,O0002558,S0004,2025-11-29,Damaged on arrival,55.26,Complete
R0004005,O0039322,S0055,2024-07-26,Better price found elsewhere,45.37,Completed
R0001469,O0017490,S0025,2024-02-22,Wrong item shipped,25.27,Pending
R0002336,O0025572,S0035,2025-03-13,Better price found elsewhere,53.82,Completed
R0001137,O0013958,S0020,2024-05-10,Size/fit issue,27.76,Completed
R0003536,O0035583,S0050,2024-11-19,Size/fit issue,14.79,Completed
R0000739,O0008622,S0013,2024-10-07,Wrong item shipped,39.86,Pending
R0002309,O0025275,S0035,2024-05-03,Size/fit issue,31.47,Completed
R0000966,O0011986,S0017,2025-04-25,Wrong item shipped,31.68,Complete
R0003149,O0032609,S0046,2024-05-08,Changed my mind,61.47,Completed
R0001741,O0019106,S0027,2024-11-20,Size/fit issue,23.85,Completed
R0001604,O0018106,S0025,2025-10-11,Quality below expectation,31.69,Completed
R0004083,O0040512,S0057,2025-02-07,Better price found elsewhere,61.61,Completed
R0002229,O0024882,S0034,2025-03-26,Quality below expectation,64.72,Pending
R0001542,O0017832,S0025,2025-01-24,Missing parts/accessories,27.53,Rejected
R0000407,O0004687,S0008,2024-05-15,Changed my mind,58.03,Pending
R0003421,O0034991,S0049,2025-02-09,Late delivery,35.33,Completed
R0000366,O0004304,S0007,2024-07-27,Size/fit issue,55.81,Pending
R0002176,O0024535,S0034,2024-04-09,Counterfeit suspected,19.29,Completed
R0003001,O0031449,S0045,2024-01-18,Better price found elsewhere,39.49,Completed
R0001694,O0018705,S0026,2025-11-29,Size/fit issue,87.13,Completed
R0002199,O0024715,S0034,2024-10-13,Changed my mind,54.67,Completed
R0002492,O0027152,S0037,2024-11-26,Wrong item shipped,17.22,Completed
R0001618,O0018176,S0025,2025-12-14,Missing parts/accessories,74.14,Pending
R0003259,O0034093,S0048,2024-07-18,Damaged on arrival,19.77,Complete
R0000336,O0004123,S0006,2025-10-24,Counterfeit suspected,32.41,Pending
R0002438,O0026451,S0036,2025-03-03,Late delivery,41.95,Complete
R0002585,O0028165,S0038,2025-12-16,Damaged on arrival,48.21,Completed
R0002896,O0030104,S0042,2025-04-08,Better price found elsewhere,84.3,Completed
R0000622,O0006471,S0010,2025-10-23,Better price found elsewhere,50.4,Rejected
R0000864,O0010528,S0016,2024-02-17,Late delivery,56.13,Completed
R0000282,O0003448,S0006,2024-05-30,Changed my mind,54.35,Pending
R0000244,O0002808,S0005,2024-09-02,Changed my mind,74.22,Pending
R0000452,O0005337,S0009,2025-02-26,Wrong item shipped,23.35,Completed
R0002840,O0029369,S0041,2024-12-25,Better price found elsewhere,96.23,Completed
R0001219,O0014876,S0021,2025-07-31,Unknown,49.07,Completed
R0002841,O0029372,S0041,2025-01-20,Size/fit issue,27.27,Completed
R0002829,O0029294,S0041,2024-08-13,Changed my mind,43.97,Completed
R0001533,O0017804,S0025,2025-02-03,Damaged on arrival,62.64,Completed
R0001862,O0020897,S0029,2024-09-21,Better price found elsewhere,44.0,Pending
R0002364,O0025839,S0035,2025-11-22,Damaged on arrival,31.06,Completed
R0002600,O0028301,S0039,2024-05-09,Changed my mind,80.51,Completed
R0000352,O0004200,S0006,2026-01-17,Size/fit issue,14.46,Completed
R0003829,O0038540,S0054,2024-07-13,Changed my mind,24.04,Completed
R0003684,O0036834,S0051,2026-01-02,Counterfeit suspected,52.65,Completed
R0004066,O0040360,S0057,2024-07-24,Item not as described,71.04,Complete
R0003397,O0034919,S0049,2024-12-24,Damaged on arrival,36.25,Completed
R0002814,O0029183,S0040,2025-12-18,Counterfeit suspected,22.86,Completed
R0003067,O0031995,S0045,2025-02-26,Counterfeit suspected,43.89,Completed
R0000848,O0010238,S0015,2025-05-19,Size/fit issue,26.51,Completed
R0000175,O0001801,S0003,2025-07-26,Missing parts/accessories,44.99,Completed
R0001479,O0017539,S0025,2024-04-26,Item not as described,74.43,Complete
R0001895,O0021435,S0030,2024-02-06,Unknown,46.87,Rejected
R0002317,O0025364,S0035,2024-08-04,Counterfeit suspected,58.44,Complete
R0001073,O0013014,S0019,2024-04-29,Late delivery,29.7,Completed
R0000564,O0006070,S0010,2024-12-20,Quality below expectation,39.92,Completed
R0003047,O0031825,S0045,2024-10-12,Wrong item shipped,51.69,Pending
R0000239,O0002697,S0005,2024-04-29,Better price found elsewhere,51.8,Completed
R0004036,O0039864,S0056,2024-12-30,Size/fit issue,51.24,Rejected
R0001050,O0012779,S0018,2025-11-09,Quality below expectation,86.2,Completed
R0004190,O0041061,S0058,2024-04-23,Missing parts/accessories,90.49,Pending
R0002432,O0026337,S0036,2025-01-14,Wrong item shipped,51.05,Completed
R0000708,O0008217,S0012,2025-06-21,Size/fit issue,32.83,Completed
R0003081,O0032036,S0045,2025-03-17,Missing parts/accessories,89.12,Completed
R0002678,O0028615,S0040,2024-02-05,Changed my mind,28.59,Pending
R0003407,O0034951,S0049,2025-02-07,Damaged on arrival,43.64,Completed
R0002682,O0028636,S0040,2024-04-18,Damaged on arrival,81.69,Completed
R0002528,O0027484,S0037,2025-12-14,Counterfeit suspected,12.04,Completed
R0000112,O0001491,S0003,2025-01-13,Missing parts/accessories,15.07,Completed
R0002130,O0024072,S0033,2025-02-06,Missing parts/accessories,39.73,Complete
R0000133,O0001597,S0003,2025-02-25,Unknown,33.38,Completed
R0000528,O0005862,S0010,2024-07-16,Changed my mind,48.08,Completed
R0003544,O0035652,S0050,2025-01-13,Counterfeit suspected,41.89,Completed
R0002783,O0029094,S0040,2025-10-02,Wrong item shipped,30.42,Complete
R0004014,O0039493,S0055,2025-05-16,Late delivery,43.37,Completed
R0003043,O0031813,S0045,2024-10-15,Item not as described,76.68,Completed
R0003672,O0036417,S0051,2024-12-23,Changed my mind,77.71,Completed
R0000940,O0011585,S0017,2024-05-21,Quality below expectation,31.31,Rejected
R0003881,O0038726,S0054,2025-01-23,Missing parts/accessories,34.18,Completed
R0003558,O0035745,S0050,2025-03-04,Counterfeit suspected,33.79,Completed
R0003176,O0032819,S0046,2024-09-12,Changed my mind,46.61,Completed
R0000130,O0001585,S0003,2025-02-11,Item not as described,43.42,Completed
R0004030,O0039728,S0056,2024-05-27,Late delivery,45.16,Completed
R0002133,O0024132,S0033,2025-05-05,Wrong item shipped,35.6,Completed
R0001584,O0018016,S0025,2025-07-05,Missing parts/accessories,18.44,Completed
R0000116,O0001510,S0003,2024-12-08,Late delivery,53.52,Completed
R0001406,O0016790,S0023,2025-10-29,Item not as described,44.51,Completed
R0002323,O0025481,S0035,2024-11-29,Changed my mind,32.21,Completed
R0003222,O0033767,S0047,2025-05-22,Better price found elsewhere,53.89,Complete
R0003919,O0038893,S0054,2025-05-22,Damaged on arrival,54.52,Completed
R0002809,O0029168,S0040,2026-01-12,Wrong item shipped,19.8,Completed
R0002802,O0029155,S0040,2025-12-03,Item not as described,48.39,Completed
R0001758,O0019344,S0027,2025-08-24,Late delivery,46.7,Completed
R0004161,O0040897,S0057,2026-01-03,Size/fit issue,39.6,Complete
R0001207,O0014807,S0021,2025-04-08,Damaged on arrival,23.72,Pending
R0001610,O0018141,S0025,2025-10-28,Missing parts/accessories,116.71,Complete
R0003980,O0039145,S0054,2025-11-16,Counterfeit suspected,123.41,Rejected
R0002932,O0030295,S0042,2025-08-29,Changed my mind,43.1,Completed
R0003906,O0038839,S0054,2025-03-12,Unknown,59.94,Completed
R0002114,O0024010,S0033,2024-11-19,Quality below expectation,34.28,Complete
R0003037,O0031784,S0045,2024-10-02,Changed my mind,14.51,Completed
R0002677,O0028612,S0040,2024-02-27,Counterfeit suspected,44.41,Complete
R0000967,O0011992,S0017,2025-04-30,Wrong item shipped,61.17,Complete
R0003087,O0032115,S0045,2025-05-31,Damaged on arrival,32.25,Completed
R0002226,O0024873,S0034,2025-03-28,Counterfeit suspected,18.59,Completed
R0000039,O0000705,S0002,2024-09-25,Changed my mind,42.89,Completed
R0004375,O0042470,S0059,2025-10-26,Damaged on arrival,48.97,Completed
R0001242,O0014964,S0021,2025-12-01,Quality below expectation,62.88,Pending
R0000629,O0006488,S0010,2025-11-18,Better price found elsewhere,17.18,Pending
R0003682,O0036665,S0051,2025-07-30,Better price found elsewhere,86.75,Completed
R0004296,O0041966,S0059,2024-04-18,Better price found elsewhere,58.02,Pending
R0003501,O0035301,S0049,2025-12-11,Wrong item shipped,34.27,Complete
R0004386,O0042516,S0059,2025-11-19,Item not as described,72.91,Completed
R0002494,O0027162,S0037,2024-11-20,Wrong item shipped,32.92,Pending
R0001653,O0018368,S0026,2024-07-19,Better price found elsewhere,32.94,Complete
R0003933,O0038939,S0054,2025-06-16,Wrong item shipped,70.72,Completed
R0002208,O0024772,S0034,2025-01-06,Changed my mind,21.7,Pending
R0003452,O0035108,S0049,2025-07-16,Damaged on arrival,15.41,Completed
R0002462,O0026954,S0037,2024-03-25,Quality below expectation,43.74,Complete
R0003131,O0032532,S0046,2024-03-30,Item not as described,47.8,Completed
R0003711,O0037390,S0052,2025-01-30,Counterfeit suspected,90.66,Rejected
R0001093,O0013159,S0019,2024-08-22,Quality below expectation,21.55,Pending
R0003443,O0035081,S0049,2025-05-30,Item not as described,23.85,Completed
R0002598,O0028296,S0039,2024-06-10,Late delivery,29.7,Completed
R0004214,O0041350,S0058,2025-01-01,Quality below expectation,55.4,Completed
R0001313,O0015422,S0022,2024-12-02,Better price found elsewhere,58.21,Pending
R0004426,O0042800,S0060,2024-12-22,Wrong item shipped,41.11,Completed
R0003245,O0033978,S0048,2024-04-06,Changed my mind,48.18,Completed
R0001651,O0018366,S0026,2024-08-10,Changed my mind,57.09,Completed
R0000233,O0002619,S0005,2024-02-08,Counterfeit suspected,55.22,Completed
R0002138,O0024163,S0033,2025-04-21,Changed my mind,47.41,Completed
R0004247,O0041523,S0058,2025-05-09,Better price found elsewhere,15.45,Completed
R0002410,O0026190,S0036,2024-09-04,Damaged on arrival,85.56,Completed
R0002833,O0029326,S0041,2024-10-15,Changed my mind,82.65,Pending
R0001113,O0013341,S0019,2025-01-01,Late delivery,59.35,Completed
R0001809,O0020526,S0028,2025-12-04,Better price found elsewhere,44.44,Rejected
R0001534,O0017805,S0025,2025-01-14,Damaged on arrival,15.08,Completed
R0003937,O0038970,S0054,2025-07-11,Size/fit issue,28.9,Complete
R0002183,O0024593,S0034,2024-06-21,Late delivery,11.45,Completed
R0001894,O0021303,S0029,2025-09-19,Size/fit issue,34.43,Pending
R0002047,O0023360,S0032,2025-03-21,Changed my mind,86.61,Completed
R0000329,O0004066,S0006,2025-10-02,Counterfeit suspected,20.04,Completed
R0003994,O0039176,S0054,2026-01-13,Changed my mind,37.55,Complete
R0002690,O0028662,S0040,2024-04-07,Damaged on arrival,37.9,Pending
R0003841,O0038588,S0054,2024-08-10,Damaged on arrival,51.42,Completed
R0000687,O0007796,S0012,2024-07-29,Size/fit issue,52.18,Pending
R0004103,O0040632,S0057,2025-04-21,Damaged on arrival,19.31,Pending
R0003196,O0033136,S0046,2025-06-23,Changed my mind,49.47,Completed
R0000609,O0006413,S0010,2025-10-03,Wrong item shipped,32.5,Completed
R0002680,O0028627,S0040,2024-02-18,Damaged on arrival,46.4,Completed
R0002181,O0024578,S0034,2024-06-30,Item not as described,25.15,Complete
R0004169,O0040911,S0057,2026-01-01,Quality below expectation,30.37,Complete
R0004137,O0040782,S0057,2025-09-21,Late delivery,60.16,Completed
R0000947,O0011740,S0017,2024-10-15,Item not as described,30.2,Complete
R0002822,O0029240,S0041,2024-04-15,Late delivery,27.88,Pending
R0001487,O0017564,S0025,2024-06-10,Missing parts/accessories,20.55,Completed
R0000950,O0011789,S0017,2024-11-19,Quality below expectation,105.03,Completed
R0002429,O0026320,S0036,2024-11-22,Late delivery,19.86,Completed
R0001248,O0014983,S0021,2025-12-13,Wrong item shipped,50.24,Pending
R0001155,O0014253,S0020,2025-04-15,Unknown,11.85,Completed
R0001822,O0020672,S0029,2024-02-27,Damaged on arrival,38.17,Completed
R0003557,O0035742,S0050,2025-04-09,Missing parts/accessories,54.16,Completed
R0000004,O0000159,S0001,2024-08-30,Damaged on arrival,53.35,Completed
R0003736,O0037853,S0053,2024-02-04,Damaged on arrival,74.73,Completed
R0003240,O0033933,S0048,2024-01-29,Changed my mind,84.93,Completed
R0003402,O0034936,S0049,2025-01-25,Changed my mind,65.9,Completed
R0001074,O0013025,S0019,2024-05-28,Changed my mind,41.61,Pending
R0001253,O0014995,S0021,2025-12-21,Damaged on arrival,60.37,Completed
R0001595,O0018054,S0025,2025-08-29,Better price found elsewhere,48.17,Completed
R0003221,O0033762,S0047,2025-05-21,Changed my mind,65.06,Completed
R0001812,O0020599,S0028,2025-12-06,Changed my mind,20.95,Completed
R0003859,O0038642,S0054,2024-11-15,Item not as described,46.86,Completed
R0002776,O0029046,S0040,2025-07-20,Changed my mind,39.92,Completed
R0003630,O0036141,S0051,2024-04-25,Missing parts/accessories,46.66,Completed
R0002515,O0027373,S0037,2025-07-21,Better price found elsewhere,53.6,Completed
R0003315,O0034598,S0049,2024-03-09,Damaged on arrival,50.32,Pending
R0004232,O0041473,S0058,2025-03-18,Counterfeit suspected,73.57,Completed
R0000644,O0006871,S0011,2024-08-23,Size/fit issue,26.51,Completed
R0001025,O0012471,S0018,2024-09-01,Changed my mind,45.15,Completed
R0004231,O0041470,S0058,2025-04-07,Size/fit issue,57.26,Complete
R0004280,O0041710,S0058,2025-09-25,Quality below expectation,57.37,Completed
R0003679,O0036493,S0051,2025-02-21,Size/fit issue,42.7,Completed
R0003458,O0035128,S0049,2025-07-31,Wrong item shipped,90.32,Completed
R0000254,O0003085,S0005,2025-07-02,Missing parts/accessories,77.5,Completed
R0004385,O0042509,S0059,2025-11-24,Late delivery,40.43,Complete
R0003442,O0035078,S0049,2025-05-24,Late delivery,25.73,Pending
R0001107,O0013269,S0019,2024-11-04,Wrong item shipped,12.77,Completed
R0002870,O0029797,S0042,2024-07-11,Size/fit issue,81.53,Pending
